item_id,condition,eval_prefix,continuation,continuation_sum_logprob,continuation_mean_logprob,model,smoothing_k,continuation_sum_surprisal,continuation_mean_surprisal,unique_id,count,log_count
3,inconceivable,He built a house out of,language.,-15.21257781982422,-7.606288909912109,gpt2,,15.21257781982422,7.606288909912109,3_inconceivable,208717843,19.15649386432003
3,inconceivable_syntactic,He built a house out of,at.,-20.34019470214844,-10.17009735107422,gpt2,,20.34019470214844,10.17009735107422,3_inconceivable_syntactic,6451687751,22.587607600347006
4,probable,He built a bridge out of,steel.,-7.111106872558594,-3.555553436279297,gpt2,,7.111106872558594,3.555553436279297,4_probable,68410757,18.041040636309635
4,improbable,He built a bridge out of,plastic.,-8.808265686035156,-4.404132843017578,gpt2,,8.808265686035156,4.404132843017578,4_improbable,79914730,18.19647074918943
4,impossible,He built a bridge out of,soup.,-13.000213623046877,-6.5001068115234375,gpt2,,13.000213623046877,6.5001068115234375,4_impossible,27019561,17.112071643140062
4,inconceivable,He built a bridge out of,dance.,-17.54419708251953,-8.772098541259766,gpt2,,17.54419708251953,8.772098541259766,4_inconceivable,69439926,18.055972562647597
4,inconceivable_syntactic,He built a bridge out of,fell.,-19.25038146972656,-9.62519073486328,gpt2,,19.25038146972656,9.62519073486328,4_inconceivable_syntactic,79132209,18.18663054328318
5,probable,He called a friend using,a phone.,-7.854827880859375,-2.6182759602864585,gpt2,,7.854827880859375,2.6182759602864585,5_probable,14844900,16.51316692988247
5,improbable,He called a friend using,a laptop.,-10.826637268066406,-3.6088790893554688,gpt2,,10.826637268066406,3.6088790893554688,5_improbable,6232398,15.645271728421621
5,impossible,He called a friend using,a sandwich.,-14.112442016601562,-4.7041473388671875,gpt2,,14.112442016601562,4.7041473388671875,5_impossible,2355334,14.672193101278648
5,inconceivable,He called a friend using,mass.,-18.330406188964844,-9.165203094482422,gpt2,,18.330406188964844,9.165203094482422,5_inconceivable,156884792,18.871022285025838
5,inconceivable_syntactic,He called a friend using,with.,-17.586772918701172,-8.793386459350586,gpt2,,17.586772918701172,8.793386459350586,5_inconceivable_syntactic,11622274828,23.17618933754052
6,probable,He carried groceries inside,a tote bag.,-17.041149139404297,-3.4082298278808594,gpt2,,17.041149139404297,3.4082298278808594,6_probable,137832,11.833790831212243
6,improbable,He carried groceries inside,a backpack.,-10.306716918945312,-3.435572306315104,gpt2,,10.306716918945312,3.435572306315104,6_improbable,2121946,14.56784415014141
6,impossible,He carried groceries inside,a tornado.,-15.03107452392578,-5.010358174641927,gpt2,,15.03107452392578,5.010358174641927,6_impossible,1329440,14.10026835889881
6,inconceivable,He carried groceries inside,a law.,-19.658855438232425,-6.552951812744141,gpt2,,19.658855438232425,6.552951812744141,6_inconceivable,17599649,16.683389516627695
6,inconceivable_syntactic,He carried groceries inside,give.,-18.103790283203125,-9.051895141601562,gpt2,,18.103790283203125,9.051895141601562,6_inconceivable_syntactic,583345731,20.184290589130736
7,probable,He carved a statue using,a chisel.,-10.955718994140623,-2.738929748535156,gpt2,,10.955718994140623,2.738929748535156,7_probable,225779,12.327311923715465
7,improbable,He carved a statue using,a nail.,-12.06035614013672,-4.020118713378906,gpt2,,12.06035614013672,4.020118713378906,7_improbable,1906852,14.460964272761188
7,impossible,He carved a statue using,a sock.,-13.875885009765623,-4.625295003255208,gpt2,,13.875885009765623,4.625295003255208,7_impossible,610582,13.322167879647608
7,inconceivable,He carved a statue using,laughter.,-12.851036071777344,-6.425518035888672,gpt2,,12.851036071777344,6.425518035888672,7_inconceivable,12038270,16.30360129981324
7,inconceivable_syntactic,He carved a statue using,forget.,-20.04115295410156,-10.02057647705078,gpt2,,20.04115295410156,10.02057647705078,7_inconceivable_syntactic,102572295,18.446078424996717
8,probable,He caught a fish in,a lake.,-7.447628021240234,-2.4825426737467446,gpt2,,7.447628021240234,2.4825426737467446,8_probable,2983032,14.908450790894928
8,improbable,He caught a fish in,a puddle.,-9.784423828125,-2.44610595703125,gpt2,,9.784423828125,2.44610595703125,8_improbable,740144,13.514600040843876
8,impossible,He caught a fish in,a raindrop.,-14.886932373046877,-3.7217330932617183,gpt2,,14.886932373046877,3.7217330932617183,8_impossible,52013,10.859248966318772
8,inconceivable,He caught a fish in,an exclamation.,-19.50020980834961,-4.875052452087402,gpt2,,19.50020980834961,4.875052452087402,8_inconceivable,477635,13.076602121457533
8,inconceivable_syntactic,He caught a fish in,become.,-20.136932373046875,-10.068466186523438,gpt2,,20.136932373046875,10.068466186523438,8_inconceivable_syntactic,426430374,19.870959661862408
9,probable,He chilled a drink using,ice.,-7.229866027832031,-3.614933013916016,gpt2,,7.229866027832031,3.614933013916016,9_probable,97589244,18.39627784039228
9,improbable,He chilled a drink using,snow.,-12.77043914794922,-6.385219573974609,gpt2,,12.77043914794922,6.385219573974609,9_improbable,89454570,18.309241456608362
9,impossible,He chilled a drink using,fire.,-11.424797058105469,-5.712398529052734,gpt2,,11.424797058105469,5.712398529052734,9_impossible,216329156,19.192311676106577
9,inconceivable,He chilled a drink using,yesterday.,-17.760581970214844,-8.880290985107422,gpt2,,17.760581970214844,8.880290985107422,9_inconceivable,71837626,18.089918935755183
9,inconceivable_syntactic,He chilled a drink using,onto.,-23.582195281982425,-11.791097640991213,gpt2,,23.582195281982425,11.791097640991213,9_inconceivable_syntactic,116029724,18.569356957625732
10,probable,He chopped a carrot using,a knife.,-3.9699630737304688,-1.323321024576823,gpt2,,3.9699630737304688,1.323321024576823,10_probable,6446171,15.678996869085086
10,improbable,He chopped a carrot using,a sword.,-8.955299377441406,-2.9850997924804688,gpt2,,8.955299377441406,2.9850997924804688,10_improbable,2732771,14.820826670693384
10,impossible,He chopped a carrot using,a rag.,-10.702110290527344,-3.567370096842448,gpt2,,10.702110290527344,3.567370096842448,10_impossible,967147,13.782105779428106
10,inconceivable,He chopped a carrot using,a color.,-21.013328552246097,-7.004442850748698,gpt2,,21.013328552246097,7.004442850748698,10_inconceivable,8853125,15.99628106200102
10,inconceivable_syntactic,He chopped a carrot using,through.,-17.365631103515625,-8.682815551757812,gpt2,,17.365631103515625,8.682815551757812,10_inconceivable_syntactic,1306301939,20.990466034800786
11,probable,He cleaned a spill using,a sponge.,-8.081123352050781,-2.6937077840169272,gpt2,,8.081123352050781,2.6937077840169272,11_probable,1348298,14.114353614271662
11,improbable,He cleaned a spill using,a scarf.,-13.528709411621094,-4.509569803873698,gpt2,,13.528709411621094,4.509569803873698,11_improbable,1049716,13.864030209357947
11,impossible,He cleaned a spill using,mustard.,-10.702545166015623,-5.3512725830078125,gpt2,,10.702545166015623,5.3512725830078125,11_impossible,7627648,15.847290098858988
11,inconceivable,He cleaned a spill using,a country.,-17.879302978515625,-5.959767659505208,gpt2,,17.879302978515625,5.959767659505208,11_inconceivable,20957667,16.858015103970097
11,inconceivable_syntactic,He cleaned a spill using,without.,-21.7677001953125,-10.88385009765625,gpt2,,21.7677001953125,10.88385009765625,11_inconceivable_syntactic,709861641,20.380580637178667
12,probable,He cleaned a carpet using,a vacuum.,-10.970062255859377,-3.656687418619791,gpt2,,10.970062255859377,3.656687418619791,12_probable,4279146,15.269264014938399
12,improbable,He cleaned a carpet using,a hat.,-12.036720275878906,-4.012240091959636,gpt2,,12.036720275878906,4.012240091959636,12_improbable,4988132,15.42257204894434
12,impossible,He cleaned a carpet using,a crayon.,-9.710582733154297,-1.9421165466308592,gpt2,,9.710582733154297,1.9421165466308592,12_impossible,155655,11.955397298707489
12,inconceivable,He cleaned a carpet using,a week.,-17.366619110107422,-5.788873036702474,gpt2,,17.366619110107422,5.788873036702474,12_inconceivable,108316885,18.500571609329214
12,inconceivable_syntactic,He cleaned a carpet using,into.,-21.532958984375,-10.7664794921875,gpt2,,21.532958984375,10.7664794921875,12_inconceivable_syntactic,2061146818,21.44652837261061
13,probable,He climbed a tree using,a ladder.,-6.470115661621094,-2.1567052205403647,gpt2,,6.470115661621094,2.1567052205403647,13_probable,1914243,14.464832802184043
13,improbable,He climbed a tree using,a rope.,-5.8381195068359375,-1.9460398356119792,gpt2,,5.8381195068359375,1.9460398356119792,13_improbable,2009134,14.513214341423406
13,impossible,He climbed a tree using,oil.,-11.046722412109377,-5.5233612060546875,gpt2,,11.046722412109377,5.5233612060546875,13_impossible,210900586,19.166897424013186
13,inconceivable,He climbed a tree using,a poem.,-14.506126403808594,-4.835375467936198,gpt2,,14.506126403808594,4.835375467936198,13_inconceivable,3907992,15.178534245059808
13,inconceivable_syntactic,He climbed a tree using,before.,-16.60247039794922,-8.30123519897461,gpt2,,16.60247039794922,8.30123519897461,13_inconceivable_syntactic,1089299149,20.808800343816714
14,probable,He closed a jacket using,a zipper.,-9.229949951171877,-3.0766499837239585,gpt2,,9.229949951171877,3.0766499837239585,14_probable,746323,13.522913761350207
14,improbable,He closed a jacket using,glue.,-8.763832092285156,-4.381916046142578,gpt2,,8.763832092285156,4.381916046142578,14_improbable,16360871,16.6104031273305
14,impossible,He closed a jacket using,fog.,-15.969528198242188,-7.984764099121094,gpt2,,15.969528198242188,7.984764099121094,14_impossible,14742598,16.506251684282557
14,inconceivable,He closed a jacket using,a word.,-14.629310607910156,-4.876436869303386,gpt2,,14.629310607910156,4.876436869303386,14_inconceivable,20075298,16.815000662020672
14,inconceivable_syntactic,He closed a jacket using,until.,-19.124984741210938,-9.562492370605469,gpt2,,19.124984741210938,9.562492370605469,14_inconceivable_syntactic,482191925,19.99385277740771
15,probable,He constructed a tower out of,blocks.,-9.07989501953125,-4.539947509765625,gpt2,,9.07989501953125,4.539947509765625,15_probable,52127227,17.76919796139121
15,improbable,He constructed a tower out of,bubbles.,-12.935516357421877,-6.4677581787109375,gpt2,,12.935516357421877,6.4677581787109375,15_improbable,9575943,16.074764573821277
15,impossible,He constructed a tower out of,sparks.,-14.275016784667969,-7.137508392333984,gpt2,,14.275016784667969,7.137508392333984,15_impossible,3837258,15.160268606999855
15,inconceivable,He constructed a tower out of,seasons.,-16.45794677734375,-8.228973388671875,gpt2,,16.45794677734375,8.228973388671875,15_inconceivable,45191247,17.626413975607313
15,inconceivable_syntactic,He constructed a tower out of,forgive.,-23.0909423828125,-11.54547119140625,gpt2,,23.0909423828125,11.54547119140625,15_inconceivable_syntactic,12194951,16.316532571583906
16,probable,He cooked dinner out of,pasta.,-7.833854675292969,-3.916927337646485,gpt2,,7.833854675292969,3.916927337646485,16_probable,19309484,16.77610693214191
16,improbable,He cooked dinner out of,insects.,-13.20660400390625,-6.603302001953125,gpt2,,13.20660400390625,6.603302001953125,16_improbable,14621426,16.49799854514912
16,impossible,He cooked dinner out of,the moon.,-13.929100036621094,-4.643033345540364,gpt2,,13.929100036621094,4.643033345540364,16_impossible,17163034,16.658268442922466
16,inconceivable,He cooked dinner out of,thoughts.,-13.32861328125,-6.664306640625,gpt2,,13.32861328125,6.664306640625,16_inconceivable,109949227,18.515529244471935
16,inconceivable_syntactic,He cooked dinner out of,do.,-15.792869567871094,-7.896434783935547,gpt2,,15.792869567871094,7.896434783935547,16_inconceivable_syntactic,2714369901,21.72182568273444
17,probable,He cooled a room using,a fan.,-8.329193115234375,-2.776397705078125,gpt2,,8.329193115234375,2.776397705078125,17_probable,25771067,17.06476298650558
17,improbable,He cooled a room using,shades.,-12.756507873535156,-6.378253936767578,gpt2,,12.756507873535156,6.378253936767578,17_improbable,15978156,16.586733097401172
17,impossible,He cooled a room using,a heater.,-7.813156127929688,-2.6043853759765625,gpt2,,7.813156127929688,2.6043853759765625,17_impossible,618973,13.335816931975506
17,inconceivable,He cooled a room using,a taste.,-17.433300018310547,-5.811100006103516,gpt2,,17.433300018310547,5.811100006103516,17_inconceivable,7033426,15.766184485046841
17,inconceivable_syntactic,He cooled a room using,have.,-18.196800231933594,-9.098400115966797,gpt2,,18.196800231933594,9.098400115966797,17_inconceivable_syntactic,6975111134,22.665614097716873
18,probable,He covered a window using,curtains.,-10.291526794433594,-5.145763397216797,gpt2,,10.291526794433594,5.145763397216797,18_probable,7845330,15.875429008274123
18,improbable,He covered a window using,sheets.,-11.776458740234377,-5.8882293701171875,gpt2,,11.776458740234377,5.8882293701171875,18_improbable,25907132,17.070028855558654
18,impossible,He covered a window using,a hair.,-16.49700927734375,-5.499003092447917,gpt2,,16.49700927734375,5.499003092447917,18_impossible,4702508,15.36360654137863
18,inconceivable,He covered a window using,a chant.,-15.324447631835938,-5.1081492106119795,gpt2,,15.324447631835938,5.1081492106119795,18_inconceivable,196947,12.19068993599058
18,inconceivable_syntactic,He covered a window using,make.,-16.092918395996094,-8.046459197998047,gpt2,,16.092918395996094,8.046459197998047,18_inconceivable_syntactic,1731743871,21.27239475566627
19,probable,He crafted a bowl out of,clay.,-7.666717529296875,-3.8333587646484375,gpt2,,7.666717529296875,3.8333587646484375,19_probable,17081496,16.653506330311124
19,improbable,He crafted a bowl out of,mud.,-9.535812377929688,-4.767906188964844,gpt2,,9.535812377929688,4.767906188964844,19_improbable,25860797,17.068238750631984
19,impossible,He crafted a bowl out of,smoke.,-11.726036071777344,-5.863018035888672,gpt2,,11.726036071777344,5.863018035888672,19_impossible,39727468,17.49755339558122
19,inconceivable,He crafted a bowl out of,math.,-12.584571838378906,-6.292285919189453,gpt2,,12.584571838378906,6.292285919189453,19_inconceivable,49967843,17.726890216489174
19,inconceivable_syntactic,He crafted a bowl out of,follow.,-20.070960998535156,-10.035480499267578,gpt2,,20.070960998535156,10.035480499267578,19_inconceivable_syntactic,263494962,19.389544806218318
20,probable,He crushed a soda can using,a shoe.,-11.5108642578125,-3.8369547526041665,gpt2,,11.5108642578125,3.8369547526041665,20_probable,2194563,14.601493495832326
20,improbable,He crushed a soda can using,a chair.,-10.103363037109377,-3.3677876790364585,gpt2,,10.103363037109377,3.3677876790364585,20_improbable,5885812,15.588055267068379
20,impossible,He crushed a soda can using,a tissue.,-15.389144897460938,-5.1297149658203125,gpt2,,15.389144897460938,5.1297149658203125,20_impossible,1257151,14.044358607644872
20,inconceivable,He crushed a soda can using,a day.,-16.7115478515625,-5.570515950520833,gpt2,,16.7115478515625,5.570515950520833,20_inconceivable,101680234,18.437343486180353
20,inconceivable_syntactic,He crushed a soda can using,choose.,-21.245071411132812,-10.622535705566406,gpt2,,21.245071411132812,10.622535705566406,20_inconceivable_syntactic,238600987,19.290303204249877
21,probable,He cut grass using,a lawnmower.,-8.987449645996094,-1.7974899291992188,gpt2,,8.987449645996094,1.7974899291992188,21_probable,177536,12.086928684234449
21,improbable,He cut grass using,a scythe.,-10.846698760986328,-2.1693397521972657,gpt2,,10.846698760986328,2.1693397521972657,21_improbable,127048,11.752320246790482
21,impossible,He cut grass using,a popsicle.,-14.84478759765625,-3.7111968994140625,gpt2,,14.84478759765625,3.7111968994140625,21_impossible,153654,11.942458600412094
21,inconceivable,He cut grass using,an essay.,-17.178726196289062,-5.7262420654296875,gpt2,,17.178726196289062,5.7262420654296875,21_inconceivable,9752709,16.09305565053578
21,inconceivable_syntactic,He cut grass using,then.,-14.957977294921877,-7.4789886474609375,gpt2,,14.957977294921877,7.4789886474609375,21_inconceivable_syntactic,1493960228,21.124696302151417
22,probable,He cut cardboard using,scissors.,-5.166114807128906,-2.583057403564453,gpt2,,5.166114807128906,2.583057403564453,22_probable,4943023,15.41348764532298
22,improbable,He cut cardboard using,a scalpel.,-7.958908081054688,-1.989727020263672,gpt2,,7.958908081054688,1.989727020263672,22_improbable,309493,12.642690753726622
22,impossible,He cut cardboard using,fur.,-13.148681640625,-6.5743408203125,gpt2,,13.148681640625,6.5743408203125,22_impossible,33635787,17.331101147413982
22,inconceivable,He cut cardboard using,a snore.,-18.115867614746097,-4.528966903686523,gpt2,,18.115867614746097,4.528966903686523,22_inconceivable,36364,10.50133455324175
22,inconceivable_syntactic,He cut cardboard using,sometimes.,-18.225303649902344,-9.112651824951172,gpt2,,18.225303649902344,9.112651824951172,22_inconceivable_syntactic,186270825,19.042712221053975
23,probable,He dented a car with,a baseball bat.,-7.47576904296875,-1.8689422607421875,gpt2,,7.47576904296875,1.8689422607421875,23_probable,477239,13.075772692605764
23,improbable,He dented a car with,a dumbbell.,-13.8870849609375,-3.471771240234375,gpt2,,13.8870849609375,3.471771240234375,23_improbable,241549,12.394827630044363
23,impossible,He dented a car with,a breeze.,-13.581893920898438,-4.5272979736328125,gpt2,,13.581893920898438,4.5272979736328125,23_impossible,4213049,15.253697171560502
23,inconceivable,He dented a car with,a nap.,-18.098548889160156,-6.032849629720052,gpt2,,18.098548889160156,6.032849629720052,23_inconceivable,3538417,15.079190009956093
23,inconceivable_syntactic,He dented a car with,from.,-19.519287109375,-9.7596435546875,gpt2,,19.519287109375,9.7596435546875,23_inconceivable_syntactic,6300907753,22.56395954774203
24,probable,He dug a hole using,a shovel.,-5.24798583984375,-1.74932861328125,gpt2,,5.24798583984375,1.74932861328125,24_probable,809039,13.603602402542458
24,improbable,He dug a hole using,a spatula.,-11.958175659179688,-2.989543914794922,gpt2,,11.958175659179688,2.989543914794922,24_improbable,967472,13.782441762898813
24,impossible,He dug a hole using,dirt.,-8.187934875488281,-4.093967437744141,gpt2,,8.187934875488281,4.093967437744141,24_impossible,27881666,17.143479898168835
24,inconceivable,He dug a hole using,a yawn.,-15.472511291503906,-5.157503763834636,gpt2,,15.472511291503906,5.157503763834636,24_inconceivable,189755,12.153489045371842
24,inconceivable_syntactic,He dug a hole using,except.,-21.657325744628903,-10.828662872314451,gpt2,,21.657325744628903,10.828662872314451,24_inconceivable_syntactic,109096976,18.507747732728966
25,probable,He dipped a biscuit into,coffee.,-9.885406494140623,-4.9427032470703125,gpt2,,9.885406494140623,4.9427032470703125,25_probable,108627088,18.50343136345945
25,improbable,He dipped a biscuit into,wine.,-10.286628723144531,-5.143314361572266,gpt2,,10.286628723144531,5.143314361572266,25_improbable,86179058,18.271937759481876
25,impossible,He dipped a biscuit into,a floor.,-17.798160552978516,-5.932720184326172,gpt2,,17.798160552978516,5.932720184326172,25_impossible,2987567,14.909969901748669
25,inconceivable,He dipped a biscuit into,a myth.,-18.561901092529297,-6.187300364176433,gpt2,,18.561901092529297,6.187300364176433,25_inconceivable,3381684,15.03388436823848
25,inconceivable_syntactic,He dipped a biscuit into,by.,-19.7265625,-9.86328125,gpt2,,19.7265625,9.86328125,25_inconceivable_syntactic,5926168622,22.502643740299778
26,probable,He displayed books on,a shelf.,-8.899307250976562,-2.966435750325521,gpt2,,8.899307250976562,2.966435750325521,26_probable,2314556,14.65472843445132
26,improbable,He displayed books on,a bed.,-11.430168151855469,-3.8100560506184897,gpt2,,11.430168151855469,3.8100560506184897,26_improbable,9596473,16.07690619309835
26,impossible,He displayed books on,a galaxy.,-20.577430725097656,-6.859143575032552,gpt2,,20.577430725097656,6.859143575032552,26_impossible,1031350,13.846379181626741
26,inconceivable,He displayed books on,a sigh.,-20.415367126464844,-6.805122375488281,gpt2,,20.415367126464844,6.805122375488281,26_inconceivable,2472962,14.720927180433211
26,inconceivable_syntactic,He displayed books on,for.,-18.10436248779297,-9.052181243896484,gpt2,,18.10436248779297,9.052181243896484,26_inconceivable_syntactic,15586797405,23.46969007267847
27,probable,He docked a boat using,an anchor.,-11.697738647460938,-3.899246215820313,gpt2,,11.697738647460938,3.899246215820313,27_probable,1469227,14.200246970107004
27,improbable,He docked a boat using,an anvil.,-13.538604736328123,-3.3846511840820312,gpt2,,13.538604736328123,3.3846511840820312,27_improbable,172233,12.056603490246284
27,impossible,He docked a boat using,a balloon.,-11.15521240234375,-3.718404134114583,gpt2,,11.15521240234375,3.718404134114583,27_impossible,1376669,14.135177371182923
27,inconceivable,He docked a boat using,a lesson.,-19.247169494628903,-6.415723164876302,gpt2,,19.247169494628903,6.415723164876302,27_inconceivable,6459474,15.681058448295051
27,inconceivable_syntactic,He docked a boat using,though.,-18.815086364746097,-9.407543182373049,gpt2,,18.815086364746097,9.407543182373049,27_inconceivable_syntactic,454804351,19.93537788663746
28,probable,He drank a cup full of,water.,-4.486366271972656,-2.243183135986328,gpt2,,4.486366271972656,2.243183135986328,28_probable,624668189,20.252731169124647
28,improbable,He drank a cup full of,honey.,-8.355491638183594,-4.177745819091797,gpt2,,8.355491638183594,4.177745819091797,28_improbable,28000920,17.14774792474255
28,impossible,He drank a cup full of,lightning.,-14.48163604736328,-7.240818023681641,gpt2,,14.48163604736328,7.240818023681641,28_impossible,13041266,16.38362919563982
28,inconceivable,He drank a cup full of,minutes.,-16.327552795410156,-8.163776397705078,gpt2,,16.327552795410156,8.163776397705078,28_inconceivable,312457998,19.55998061170738
28,inconceivable_syntactic,He drank a cup full of,during.,-19.590484619140625,-9.795242309570312,gpt2,,19.590484619140625,9.795242309570312,28_inconceivable_syntactic,745059889,20.428975161032362
29,probable,He dried his hands using,a towel.,-6.15618896484375,-2.05206298828125,gpt2,,6.15618896484375,2.05206298828125,29_probable,2509021,14.735403195182005
29,improbable,He dried his hands using,a sweater.,-13.513961791992188,-4.5046539306640625,gpt2,,13.513961791992188,4.5046539306640625,29_improbable,1052587,13.866761501455038
29,impossible,He dried his hands using,a liquid.,-11.708267211914062,-3.902755737304687,gpt2,,11.708267211914062,3.902755737304687,29_impossible,4556832,15.332138203206991
29,inconceivable,He dried his hands using,freedom.,-14.260368347167969,-7.130184173583984,gpt2,,14.260368347167969,7.130184173583984,29_inconceivable,71582143,18.08635620138432
29,inconceivable_syntactic,He dried his hands using,always.,-16.899505615234375,-8.449752807617188,gpt2,,16.899505615234375,8.449752807617188,29_inconceivable_syntactic,708600248,20.37880210038147
30,probable,He dried laundry using,a clothesline.,-13.21430206298828,-3.3035755157470703,gpt2,,13.21430206298828,3.3035755157470703,30_probable,320803,12.678582506551718
30,improbable,He dried laundry using,a fan.,-9.461898803710938,-3.153966267903646,gpt2,,9.461898803710938,3.153966267903646,30_improbable,25771067,17.06476298650558
30,impossible,He dried laundry using,juice.,-12.277908325195312,-6.138954162597656,gpt2,,12.277908325195312,6.138954162597656,30_impossible,37780990,17.44731662403523
30,inconceivable,He dried laundry using,courage.,-12.74560546875,-6.372802734375,gpt2,,12.74560546875,6.372802734375,30_inconceivable,26289645,17.084685693381726
30,inconceivable_syntactic,He dried laundry using,and.,-15.0443115234375,-7.52215576171875,gpt2,,15.0443115234375,7.52215576171875,30_inconceivable_syntactic,41647791255,24.452514173060628
31,probable,He ate soup using,a spoon.,-5.548583984375,-1.8495279947916667,gpt2,,5.548583984375,1.8495279947916667,31_probable,3276831,15.00238735479174
31,improbable,He ate soup using,a bucket.,-10.621910095214844,-3.540636698404948,gpt2,,10.621910095214844,3.540636698404948,31_improbable,3300694,15.009643307356429
31,impossible,He ate soup using,a sieve.,-9.885543823242188,-2.471385955810547,gpt2,,9.885543823242188,2.471385955810547,31_impossible,580085,13.270929923509085
31,inconceivable,He ate soup using,history.,-13.886627197265623,-6.9433135986328125,gpt2,,13.886627197265623,6.9433135986328125,31_inconceivable,303011425,19.529281069033406
31,inconceivable_syntactic,He ate soup using,ever.,-17.799644470214844,-8.899822235107422,gpt2,,17.799644470214844,8.899822235107422,31_inconceivable_syntactic,422613876,19.861969497439173
32,probable,He entered a room through,a door.,-6.004169464111328,-2.001389821370443,gpt2,,6.004169464111328,2.001389821370443,32_probable,6791548,15.731189455877809
32,improbable,He entered a room through,a window.,-5.016880035400391,-1.6722933451334636,gpt2,,5.016880035400391,1.6722933451334636,32_improbable,9614950,16.078829736783486
32,impossible,He entered a room through,a wall.,-8.91452407836914,-2.971508026123047,gpt2,,8.91452407836914,2.971508026123047,32_impossible,11883868,16.290692408131694
32,inconceivable,He entered a room through,a theory.,-19.240154266357425,-6.413384755452474,gpt2,,19.240154266357425,6.413384755452474,32_inconceivable,4642409,15.350743970509077
32,inconceivable_syntactic,He entered a room through,should.,-20.51696395874023,-10.258481979370115,gpt2,,20.51696395874023,10.258481979370115,32_inconceivable_syntactic,1359899010,21.030676276584217
33,probable,He filled a bucket with,sand.,-7.679931640625,-3.8399658203125,gpt2,,7.679931640625,3.8399658203125,33_probable,95464163,18.3742614784801
33,improbable,He filled a bucket with,acorns.,-11.478900909423828,-3.826300303141276,gpt2,,11.478900909423828,3.826300303141276,33_improbable,844616,13.646637365181306
33,impossible,He filled a bucket with,buildings.,-14.992721557617188,-7.496360778808594,gpt2,,14.992721557617188,7.496360778808594,33_impossible,68431998,18.041351080222732
33,inconceivable,He filled a bucket with,time.,-12.024269104003906,-6.012134552001953,gpt2,,12.024269104003906,6.012134552001953,33_inconceivable,2768150129,21.741445110586533
33,inconceivable_syntactic,He filled a bucket with,up.,-15.88410758972168,-7.94205379486084,gpt2,,15.88410758972168,7.94205379486084,33_inconceivable_syntactic,3000985589,21.82220660132713
34,probable,He filled a purse with,coins.,-7.292144775390625,-3.646072387695313,gpt2,,7.292144775390625,3.646072387695313,34_probable,27244496,17.12036207702111
